Species,Class,Order,Family,X124.19.6,X76.22.2,X112.41.4,X89.83.8,X2363.88.4,X13019.16.4,X1120.36.1,X629.59.4,X79.77.6,X96.76.4,X629.73.2,X544.76.3,X119.61.9,X6765.39.5,X112.88.9,X593.45.3,X502.69.2,X36653.82.4,X109.29.5,X3452.07.1,X150.86.7,X1599.67.3,X200272.61.3,X629.99.2,X506.52.5,X111.02.4,X26627.85.0,X80.56.8,X3387.41.5,X123.35.3,X13466.78.9,X470.82.6,X15537.55.0,X78.70.6,X562.74.3,X98.55.5,X515.00.4,X112.12.9,X80.26.2,X97.53.0,X141.12.8,X93.15.2,X87.44.5,X23986.74.5,X24703.35.3,X483.76.1,X487.11.6,X6750.60.3,X1139.30.6,X473.15.4,X79.92.5,X99.83.2,X99.86.5,X556799.96.3,X76.49.3,X24048.44.0,X461.55.2,X23262.34.2,X127.91.3,X138.86.3,X3338.55.4,X3779.61.1,X99.85.4,X586.62.9,X673.84.7,X32531.56.9,X17699.14.8,X3856.25.5,X515.13.9,X13744.15.5,X489.40.7,X489.39.4,X20085.19.2,X495.60.3,X495.61.4,X131435.09.1,X20307.83.9,X24406.05.1,X577.27.5,X40716.66.3,X552.02.3,X73809.82.2,X19912.62.0,X481.34.5,X66.25.1,X5989.27.5,X100.51.6,X935.00.2,X1632.70.8,X14912.44.8,X6753.98.6,X140.10.3,X629.62.9,X120.51.4,X118.58.1,X112.95.8,X629.54.9,X629.97.0,X593.49.7,X589.38.8,X591.78.6,X6728.26.3,X928.96.1,X111.84.2,X111.71.7,X124.18.5,X5911.04.6,X13151.35.4,X13151.34.3,X6975.98.0,X1120.21.4,X471.15.8,X473.06.3,X2980.69.0,X507.70.0,X112.40.3,X80.57.9,X99.49.0,X629.50.5,X499.75.2,X491.09.8,X629.78.7,X629.94.7,X638.67.5,X928.97.2,X2867.05.2,X4312.99.6,X106.68.3,X589.98.0,X4313.03.5,X112.31.2,X432.25.7,X20307.84.0,X23726.93.4,X5208.59.3,X18794.84.8,X3891.98.3,X502.61.4,X3691.11.0,X106.24.1,X17066.67.0,X6066.49.5,X72917.31.8,X523.80.8,X166733.97.7,X508.32.7,X471.84.1,X527.84.4,X1197.07.5,X7786.61.0,X13474.59.4,X6380.24.1,X931410.54.7,X120.14.9,X93.16.3,X82189.85.3,X465.28.1,X420109.31.5,X2883.98.9,X110.93.0,X124.13.0,X555.10.2,X104.76.7,X112.44.7,X104.61.0,X112.54.9,X470.40.6,X3796.70.1,X465.24.7,X124.25.4,X66408.55.7,X475.03.6,X41678.32.4,X31499.72.6,X20483.36.7,X77.53.2,X629.82.3,X64461.99.0,X2765.11.9,X101.86.0,X504.96.1,X112.39.0,X505.32.8,X57.10.3,X628.97.7,X71873.66.0,X26764.25.0,X71672.25.8,X121198.16.1,X646.31.1,X630.01.3,X630.03.5,X638.68.6,X99.87.6,X13877.91.3,X821.55.6,X106.23.0,X20126.76.5,X106.22.9,X1076.56.8,X106.26.3,X115.95.7,X141.27.5,X5655.61.8,X150.84.5,X593.08.8,X10208.80.7,X89.81.6,X105.87.3,X106.25.2,X103.45.7,X3790.78.1,X5937.11.1,X565.69.5,X107.40.4,X626.93.7,X108.88.3,X12542.32.4,X24254.56.6,X33879.66.2,X123.76.2,X54862.91.8,X496.77.5,X62338.17.4,X62.10.8,X31295.56.4,X57856.81.2,X504.44.9,X56219.04.6,X18344.37.1,X7541.49.3,X70000.19.0,X20479.06.5,X25246.27.9,X39029.41.9,X5986.49.2,X88728.58.9,X110.27.0,X220766.71.2,X489.41.8,X4501.58.0,X30460.92.5,X18252.44.3,X1674.08.4,X21747.46.6,X1686.67.5,X3564.54.3,X1686.61.9,X1686.56.2,X34424.57.2,X644.30.4,X15352.77.9,X511.85.3,X469.86.3,X1197.01.9,X104245.48.9,X511.02.4,X106.28.5,X562.28.7,X3691.12.1,X30021.74.0,X14029.18.6,X118.65.0,X28477.64.7,X27710.67.4,X15423.57.1,X527.90.2,X63891.61.2,X73365.77.2,X81939.29.9,X39702.28.8,X19407.28.4,X27898.42.6,X24563.84.6,X514.62.5,X473.13.2,X16641.47.7,X95910.36.4,X4630.07.3,X51317.08.9,X65018.14.6,X515.20.8,X65018.15.7,X546.28.1,X6980.46.7,X508.55.4,X372162.07.7,X189165.79.5,X5975.53.1,X3391.86.4,X119.36.8,X157477.72.0,X28387.44.2,X19888.34.7,X57119.12.7,X1708.82.3,X674819.48.8,X73464.47.8,X21698.41.9,X1195.32.0,X89.79.2,X127.41.3,X29837.12.5,X21284.22.0,X19912.67.5,X51911.82.1,X28973.97.9,X18431.82.8,X72779.23.8,X2507800.43.1,X89618.20.2,X55255.56.6,X36312.33.1,X1227.93.6,X1686.30.2,X123.11.5,X11029.06.4,X29714.87.2,X54324.03.7,X483.77.2,X3321.66.2,X138.87.4,X29803.81.4,X473.16.5,X3242.08.8,X596.85.0,X586.63.0,X95452.08.7,X61129.34.8,X152287.43.9,X19435.97.3,X14575.74.7,X5947.50.2,X5282.24.6,X28908.21.6,X1139.17.9,X30199.26.9,X2359.73.1,X1209.71.8,X124.76.5,X29873.99.2,X134507.28.1,X498.81.7,X2102.58.1,X2102.59.2,X22567.17.5,X21391.99.1,X50277.34.4,X99.84.3,X1632.73.1,X5947.36.4,X473.67.6,X1197.06.4,X18679.48.6,X469.61.4,X5989.08.2,X17699.05.7,X489.86.1,X22451.73.6,X22567.36.8,X112.72.1,X515.69.5,X118014.38.3,X18435.45.5,X28296.72.2,X1195.79.5,X2234.20.0,X4057.31.2,X30649.97.9,X475.20.7,X73209.42.4,X32142.08.8,X483.78.3,X15358.91.5,X157374.44.2,X262352.87.4,X105661.29.8,X112.05.0,X334.48.5,X143.07.7,X638.53.9,X544.63.8,X17351.34.7,X1002.84.2,X373.49.9,X2091.29.4,X29743.97.3,X506.12.7,X60.33.3,X463.40.1,X77171.55.2,X6892.80.4,X18319.35.2,X19888.00.7,X149496.35.5,X468.68.8,X3243.36.5,X5957.33.5,X1898.13.1,X1113.21.9,X25269.17.4,X35241.40.8,X3855.14.9,X1438.66.0,X24035.43.6,X561.95.5,X7715.48.2,X511.15.9,X13601.88.2,X472.37.7,X1972.08.3,X7132.64.1,X84.69.5,X1940169.14.1,X112.63.0,X301.00.8,X6628.06.4,X119.47.1,X56554.77.9,X36262.09.6,X1845.30.3,X1820.09.3,X564.94.3,X23445.02.5,X20085.13.6,X5988.72.7,X16982.00.6,X639.99.6,X473.17.6,X56747.96.7,X29597.36.2,X442853.35.2,X66512.56.9,X5986.36.7,X5208.37.7,X57129.54.1,X6712.79.4,X1686.15.3,X53111.25.4,X72937.55.4,X16721.39.4,X39863.73.5,X38230.60.3,X473.14.3,X141.16.2,X15051.81.7,X10219.71.3,X23811.08.7,X698365.10.5,X32435.95.3,X36437.95.3,X24268.34.6,X66964.63.4,X4666.84.6,X66873.38.9,X66873.37.8,X92353.11.2,X4821.04.9,X1862.61.9,X125.12.2,X2270.60.2,X1189.09.9,X502.47.6,X29803.82.5,X19888.33.6,X16409.43.1,X13851.11.1,X57576.09.7,X544.12.7,X523.47.7,X156747.45.4,X115728.41.1,X1329.99.3,X8013.00.1,X1461.27.4,X822.66.2,X29050.33.7,X85.01.8,X465.31.6,X100.49.2,X2396.84.1,X103.36.6,X513.23.5,X464.45.9,X464.48.2,X6813.05.4,X1135.66.6,X19912.83.5,X3853.83.6,X20085.93.2,X1461.03.6,X89.82.7,X1911.78.0,X2153.66.4,X17699.16.0,X513.20.2,X35732.37.7,X77318.48.0,X77318.47.9,X1143.46.0,X198991.79.6,X539.52.6,X1686.14.2,X1686.20.0,X50764.55.1,X596.84.9,X108.94.1,X560.32.7,X19069.48.8,X19903.73.2,X1489.56.1,X98.83.9,X92760.25.3,X32779.58.1,X470.67.7,X1124.20.5,X617.94.7,X514.15.8,X586.82.3,X7299.40.3,X547.60.4,X7299.42.5,X122.00.9,X4371.50.0,X60761.00.4,X15358.92.6,X21391.98.0,X73109.76.9,X7712.46.1,X22627.95.8,X629.92.5,X5090.61.9,X2185851.95.8,X4674.50.4,X91819.58.8,X24545.81.1,X16721.38.3,X7212.44.4,X1438.62.6,X130790.11.3,X28977.58.4,X54164.91.9,X89.80.5,X41702.63.0,X140.11.4,X76109.40.5,X4180.23.8,X79120.98.2,X17627.43.9,X2442.10.6,X1134.95.8,X6379.73.3,X262352.88.5,X847374.82.7,X50894.66.1,X17627.30.4,X28400.12.6,X29621.78.1,X495.62.5,X119683.81.7,X72203.99.7,X472.07.1,X28387.62.4,X160339.05.9,X94200.10.9,X28634.89.1,X546.79.2,X546.80.5,X1125.12.8,X267665.20.3,X21657.90.9,X117066.77.0,X35727.45.8,X85710.39.0,X3247.40.3,X53833.85.5,X11028.42.5,X41370.56.3,X50657.30.2,X76.50.6,X2445.77.4,X54410.94.5,X471.16.9,X58581.03.6,X3310.02.9,X19876.45.0,X27342.88.7,X446050.56.2,X27196.00.5,X41370.57.4,X619.62.5,X6485.40.1,X3790.71.4,X144.39.8,X4080.46.0,X27625.35.0,X15358.88.0,X10032.13.0,X25152.83.4,X25152.84.5,X53585.13.0,X6813.21.4,X68269.87.4,X78683.81.5,X108043.85.2,X41577.36.0,X153408.92.5,X4497.92.1,X25152.85.6,X34223.60.4,X287968.09.6,X499.74.1,X1270088.83.9,X18479.68.0,X659.70.1,X1653.30.1,X106.33.2,X729602.94.2,X54274.73.6,X3570.04.5,X1686.54.0,X24048.40.6,X14850.23.8,X142.82.5,X111.27.3,X4221.03.8,X62242.52.8,X638.66.4,X22457.23.4,X7299.41.4,X57576.10.0,X22580.90.1,X1203.21.0,X2387.78.2,X698388.95.3,X13567.40.3,X25966.81.8,X91050.14.5,X58181.76.3,X4586.22.5,X69134.53.8,X6704.50.3,X100.52.7,X91.10.1,X33522.69.9,X2756.56.1,X5208.58.2,X10147.41.8,X1079.01.2,X56001.43.5,X5508.58.7,X15714.10.0,X493.01.6,X4602.84.0,X115.31.1,X629.66.3,X106.29.6,X7220.78.2,X91.20.3,X78148.59.1,X11063.78.8,X5989.33.3,X1137.12.8,X586.81.2,X88191.46.2,X460.01.5,X464.49.3,X514.95.4,X87.51.4,X99172.18.6,X13898.73.2,X7333.25.7,X57344.99.7,X22771.44.4,X3886.78.0,X6544.40.7,X21662.09.9,X57074.37.0,X17643.36.6,X22539.72.6,X54298.90.7,X112.45.8,X3293.47.8,X1187195.00.1,X70954.41.5,X4895.23.2,X28305.60.4,X82508.14.3,X5956.05.8,X132032.86.1,X217650.27.6,X33898.53.2,X464.17.5,X2407.43.4,X488.97.1,X1937.54.8,X57287.13.5,X123938.16.9,X18968.24.6,X16106.95.9,X128.50.7,X198.55.0,X128.51.8,X5957.80.2,X108.21.4,X511.05.7,X15340.82.6,X93.58.3,X511.59.1,X140.67.0,X104.46.1,X115.71.9,X28296.85.7,X28400.11.5,X123.92.2,X88.84.6,X5794.03.6,X18172.67.3,X17627.44.0,X29350.73.0,X122.78.1,X28976.67.2,X913972.09.5,X29354.98.1,X1335.39.3,X3777.69.3,X142.92.7,X111.87.5,X51494.28.1,X3913.81.3,X112.30.1,X536.59.4,X53448.07.0,X10486.19.8,X29837.07.8,X168180.13.0,X629.80.1,X112.92.5,X2400.66.0,X18835.32.0,X10192.32.2,X57402.36.5,X16980.85.1,X72934.02.2,X18835.33.1,X57866.08.7,X630.02.4,X3724.65.0,X496.16.2,X122.97.4,X95.65.8,X51.06.9,X20303.60.0,X84.66.2,X17429.38.8,X84.74.2,X93.10.7,X61886.66.6,X112.61.8,X88.99.3,X502.26.1,X2656.44.2,X928.95.0,X4938.52.7,X543.49.7,X33467.73.1,X111.70.6,X18409.17.1,X3681.71.8,X2497.18.9,X142.62.1,X26001.58.1,X2548.87.0,X1576.77.8,X4948.29.2,X112.32.3,X18829.56.6,X65.85.0,X31502.14.4,X112.14.1,X5458.59.3,X53398.86.0,X104.21.2,X15438.93.4,X7785.33.3,X6938.46.1,X73019.15.5,X94.48.4,X90.15.3,X515812.15.4,X17603.76.8,X1124.11.4,X598.07.2,X637.69.4,X579.07.7,X38049.26.2,X122.03.2,X72687.68.4,X2111.75.3,X1604.34.8,X855270.07.4,X28933.79.1,X6789.88.4,X473.04.1,X489.45.2,X68133.75.5,X2847.72.5,X21964.44.3,X821.97.6,X693.61.8,X41446.53.1,X2437.56.1,X41446.58.6,X41446.59.7,X192823.15.7,X98.01.1,X1192.62.7,X5948.04.9,X120.72.9,X16661.00.0,X6261.18.3,X64825.84.9,X30557.76.7,X5273.86.9,X57082.24.3,X26762.44.7,X95.48.7,X98.86.2,X106.44.5,X90.05.1,X93.89.0,X93.51.6,X91.64.5,X532.65.0,X346608.97.7,X3149.28.8,X539.82.2,X13925.00.3,X5912.86.7,X7154.80.5,X61141.72.8,X544.77.4,X5856.66.6,X500.00.5,X872.05.9,X620.23.5,X3033.23.6,X501.92.8,X586.37.8,X94482.89.0,X143785.42.6,X51766.65.5,X78392.83.3,X69394.04.3,X76250.14.1,X88494.77.3,X471.12.5,X78204.62.3,X1891.45.8,X54632.04.1,X1246777.02.5,X69401.36.1,X31560.66.4,X38331.79.2,X108549.48.0,X108549.47.9,X41943.81.1,X56192.70.2,X26294.59.7,X28976.68.3,X27840.40.0,X72247.00.8,X1235.74.1,X3772.55.2,X55429.84.0,X6789.80.6,X29414.55.9,X15186.51.3,X7216.56.0,X500.02.7,X82508.15.4,X51937.00.9,X7564.64.9,X24251.86.3,X5989.54.8,X35907.10.9,X913176.41.7,X915392.38.0,X1786.15.8,X94.59.7,X1490.04.6,X33746.72.4,X288393.04.4,X142.50.7,X529.16.8,X29548.14.9,X5921.82.4,X81370.73.2,X78774.33.1,X705.86.2,X13062.00.5,X85409.36.5,X68705.63.5,X317819.80.0,X514.51.2,X666.84.2,X1033849.22.7,X499.97.8,X30346.21.5,X123123.38.6,X36204.27.0,X53803.33.1,X37839.64.8,X6168.59.8,X17334.55.3,X6831.16.9,X21195.59.5,X18368.95.1,X534.35.0,X28973.89.9,X120.12.7,X58037.87.9,X78548.53.5,X24717.86.0,X68832.35.9,X21966.93.8,X38647.26.6,X6379.72.2,X29548.30.9,X26620.71.3,X140.26.1,X31570.39.5,X556.82.1,X17904.27.7,X24903.95.5,X4192.77.2,X112.19.6,X477.94.1,X1686.62.0,X2102.62.7,X22626.43.3,X3650.13.3,X20016.73.3,X110.41.8,X2345.28.0,X3879.60.5,X19407.17.1,X1686.63.1,X13508.03.7,X27400.71.1,X1200.67.5,X80.53.5,X3772.93.8,X57456.74.3,X1460.73.7,X20489.45.6,X66537.42.6,X25532.74.5,X25428.44.8,X13837.75.7,X17974.51.5,X73366.18.4,X1205.42.1,X213749.82.7,X3879.26.3,X143.08.8,X69845.62.1,X167934.14.7,X70191.49.0,X1576.95.0,X71820.56.9,X94.46.2,X5205.11.8,X79560.34.2,X77898.97.6,X929285.30.3,X17990.16.8,X65293.09.6,X127.25.3,X3419.02.1,X67883.79.8,X10198.23.9,X13837.63.3,X20230.48.2
Cycas_revoluta,Cycadopsida,Cycadales,Cycadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,4.32,2.62,4.32,1.81,3.42,1.7,29.36,1.45,1.75,2.96,6.02,4.8,1.59,3.36,2.29,2.73,6.28,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundacarpus_amarus,Pinopsida,Araucariales,Podocarpaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.4,1.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0,5.9,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,2.6,0.1,0.1,0.1,0.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prumnopitys_ladei,Pinopsida,Araucariales,Podocarpaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0.1,0,0.1,0,0.2,0,0,0,0,0,0,12.9,0,0.4,0.4,0,2,7.3,0,0.1,0,0,0,0,0,0,0,0.2,2.3,0.1,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0.4,0,0,0.5,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.7,0,0,0,0,0.5,0.5,0.1,0.7,0.1,0.5,26.3,1.1,0.4,1.1,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
